Random	 Average  of chlorophyll in the plant (ACHP)	 Plant height rate (PHR)	Average wet weight of the growth vege40tive (AWWGV)	Average leaf area of the plant (ALAP)	Average number of plant leaves (ANPL)	Average root diameter (ARD)	 Average dry weight of the root (ADWR)	 Percen40ge of dry matter for vege40tive growth (PDMVG)	Average root length (ARL)	Average wet weight of the root (AWWR)	 Average dry weight of vege40tive plants (ADWV)	Percen40ge of dry matter for root growth (PDMRG)	Class
1	34.19495019	75.00582293	1.236678679	1435.610729	4.009664574	16.30937844	0.774746492	43.62440573	20.3671025	2.793844888	0.540147647	27.72058029	20
3	34.40088165	74.89265258	1.142009344	1253.967621	4.003302748	13.92394053	0.679382534	26.60399452	20.46728795	1.944611028	0.295425621	34.85558474	20
2	36.60325118	77.00558861	1.504231162	1750.997809	4.010033131	19.71166621	1.443560172	27.10194185	22.53937835	4.748543038	0.391323293	30.02866893	20
3	34.4071466	74.88878726	1.145226717	1253.949671	4.00321479	13.94642678	0.665771494	26.5930062	20.49305448	1.958589305	0.297697795	34.87135031	20
2	36.59717538	77.01186429	1.51384434	1751.019422	4.006259927	19.72627409	1.427341357	27.09187447	22.55414008	4.740096469	0.419382744	30.02927356	20
3	34.40713712	74.88365069	1.145938711	1253.961937	3.982841403	13.93814455	0.663343708	26.61095597	20.4756124	1.949958019	0.299009056	34.85238137	20
2	36.5938119	77.01753269	1.50482533	1750.995033	4.002576997	19.74325655	1.409332773	27.09721051	22.53700271	4.74647293	0.417076576	30.04202336	20
1	34.20430742	75.01510315	1.246342618	1435.626501	4.003830151	16.2846242	0.786478189	43.61712659	20.37648675	2.798857866	0.54169487	27.69312364	20
3	34.41398802	74.9089479	1.129253697	1253.962698	3.998956634	13.9306	0.672549427	26.61012154	20.47946497	1.928877703	0.297174836	34.85867873	20
3	34.42715454	74.88793908	1.126938375	1253.970403	3.995307645	13.93864457	0.67349498	26.60099017	20.47842569	1.942993388	0.315213804	34.85856887	20
2	36.60028874	77.01354309	1.507704269	1750.994095	4.000177008	19.73320566	1.415957249	27.09133423	22.54616568	4.745240464	0.404861329	30.04083715	20
2	36.5959541	77.01599307	1.519768754	1751.002572	4.000870456	19.7237229	1.402093462	27.09264629	22.55342583	4.738197942	0.399127646	30.06041444	20
1	34.19174724	74.99248425	1.236183158	1435.596554	3.992156446	16.29310888	0.789253801	43.63852156	20.36982668	2.820059616	0.538978743	27.70627396	20
1	34.18236039	75.00749205	1.2341431	1435.614505	4.002270636	16.2868752	0.775103899	43.63745526	20.35730015	2.809529058	0.534364805	27.73930626	20
3	34.40467258	74.90057484	1.132887234	1253.970409	3.9968039	13.93971188	0.663821272	26.61392683	20.48081109	1.954578768	0.308555481	34.86694728	20
1	34.1916959	75.0018441	1.240061301	1435.616674	3.990697701	16.30227415	0.765098271	43.63353774	20.35715403	2.792198117	0.521901436	27.72344046	20
2	36.59349865	76.99896529	1.511204214	1750.990883	4.002458984	19.73872497	1.447002167	27.09539903	22.53496675	4.725328291	0.418816564	30.05261999	20
2	36.59777929	77.02127313	1.513379142	1751.00803	4.001235311	19.70612866	1.435523409	27.08793388	22.56220108	4.733926029	0.402018393	30.03282858	20
3	34.41000957	74.89779401	1.135737638	1253.940328	4.005660128	13.92718234	0.676275527	26.61011508	20.47480973	1.926424169	0.286608789	34.85350242	20
3	34.41334349	74.89817721	1.14879994	1253.970436	3.995541942	13.93569349	0.678639246	26.60825367	20.4900643	1.948060318	0.303092862	34.85193392	20
3	34.39676324	74.89640909	1.136373111	1253.955231	4.000306775	13.92235494	0.697950665	26.59089795	20.48560928	1.953404141	0.292361868	34.87473404	20
2	36.59225267	77.01838478	1.501549988	1751.013639	4.010426723	19.72215935	1.431726952	27.11004962	22.55207224	4.738826342	0.391807522	30.04286191	20
3	34.39235975	74.8899924	1.130086988	1253.961551	3.999164698	13.92704326	0.697575397	26.60689628	20.47548832	1.928797241	0.299185845	34.86888404	20
3	34.38925368	74.91208229	1.140614003	1253.966129	3.981958523	13.94263836	0.666835918	26.61522924	20.48828751	1.930871416	0.289608925	34.86646586	20
1	34.18215557	75.01292019	1.233738197	1435.623064	3.99708729	16.30638951	0.783026957	43.64058032	20.37003984	2.795077253	0.551905881	27.71301216	20
2	36.58849483	77.01297073	1.517854475	1751.00122	4.002541957	19.7222728	1.4385756	27.09517224	22.55026579	4.735626177	0.4093317	30.04526093	20
2	36.5965899	77.00596188	1.492212972	1751.009207	3.981238962	19.72392734	1.437921634	27.08891182	22.54956419	4.746767961	0.41257779	30.05333483	20
2	36.59194864	77.00142736	1.506542268	1751.01607	4.006215521	19.73436306	1.416975777	27.09534353	22.55714042	4.735773007	0.404238272	30.04878607	20
2	36.60006658	77.02054428	1.501582357	1751.02101	3.992525999	19.73115124	1.430390153	27.11285835	22.56583316	4.741639563	0.411541578	30.04655453	20
1	34.20103517	74.99791616	1.233399632	1435.623682	4.005238865	16.31165591	0.780545711	43.63026231	20.37535401	2.806338436	0.538862886	27.71483216	20
3	34.39530507	74.91448957	1.135853193	1253.969835	3.998529838	13.91700234	0.67802173	26.59179039	20.47879766	1.9284488	0.307335538	34.86218932	20
3	34.39735823	74.90653355	1.116777913	1253.959126	3.993614292	13.94204897	0.683839158	26.61643794	20.46894829	1.938341579	0.281239049	34.86739903	20
3	34.40000454	74.90377948	1.154250118	1253.954266	3.999313338	13.93493958	0.660446964	26.60425556	20.46749146	1.941855024	0.294614233	34.87258138	20
3	34.40977962	74.90427123	1.140356947	1253.952133	3.993950721	13.92244218	0.665614897	26.59270945	20.47965017	1.940126502	0.297465386	34.86687243	20
1	34.20568955	75.03050488	1.23966643	1435.612364	4.011070351	16.31286485	0.772372373	43.62403804	20.35528075	2.789320159	0.548325272	27.6926573	20
1	34.20657141	75.02715268	1.244271177	1435.624576	4.016073205	16.28599993	0.781702452	43.6202962	20.36643836	2.800036533	0.51965632	27.70560567	20
1	34.19630412	75.02149227	1.224001042	1435.614848	4.010021203	16.31665794	0.800209222	43.61016573	20.34399499	2.818738638	0.558597297	27.71436694	20
3	34.39650749	74.90109357	1.12618602	1253.938508	3.992525817	13.94677435	0.664644791	26.60158702	20.48102733	1.926096723	0.314364356	34.86416276	20
2	36.58764113	76.99329879	1.498922612	1751.003436	3.999784707	19.74475173	1.429418957	27.09008202	22.55844738	4.742894511	0.406828517	30.03166206	20
3	34.39763494	74.91451554	1.129200055	1253.969934	4.010512272	13.91779092	0.697185577	26.59785523	20.47309157	1.928077625	0.323066229	34.87184483	20
1	34.18915717	75.01286313	1.229967851	1435.631334	4.00709792	16.28673798	0.790720866	43.62708208	20.36753414	2.796679127	0.543461461	27.7193912	20
3	34.38815582	74.89406249	1.155704485	1253.959697	4.001275885	13.92777324	0.66739762	26.61725161	20.48324614	1.944986951	0.306143895	34.86514184	20
2	36.59953247	77.00936588	1.49760108	1751.007081	4.006079555	19.72239773	1.424368707	27.09114747	22.56185739	4.74815772	0.406297227	30.04401099	20
2	36.59359395	77.01254491	1.496065442	1751.000398	4.002675772	19.73969561	1.423289029	27.09431583	22.55483924	4.733365527	0.401232993	30.02254508	20
3	34.39037208	74.92249385	1.13860128	1253.983294	3.995069018	13.94153773	0.680372752	26.61888489	20.49523033	1.944838436	0.296735477	34.87007605	20
1	34.20662269	75.01462515	1.245505619	1435.609117	3.996933572	16.30601277	0.76153955	43.62139509	20.37192741	2.782511983	0.533661372	27.70718228	20
3	34.40624693	74.90011024	1.143272555	1253.956065	3.988279529	13.94226364	0.673382069	26.58395658	20.49330595	1.928878364	0.29406769	34.86958176	20
3	34.38738135	74.90915514	1.147526062	1253.98226	4.007918323	13.91859006	0.661132189	26.59225993	20.4942042	1.940479429	0.316156682	34.87606044	20
3	34.40445058	74.91834224	1.161787204	1253.958509	3.983291327	13.94890929	0.662125105	26.60073392	20.47111136	1.93394915	0.309340968	34.87226989	20
1	34.17886903	75.00111125	1.243958845	1435.624079	3.996820699	16.29470355	0.757548649	43.64412305	20.36750123	2.798489329	0.528062315	27.71204421	20
3	34.39490294	74.88884335	1.142062526	1253.968621	4.007008616	13.9409209	0.669591097	26.60054326	20.49783421	1.936542867	0.301593726	34.86279457	20
3	34.39233289	74.89749398	1.13304761	1253.946146	4.008430842	13.93320071	0.673902117	26.60867777	20.46486794	1.948788215	0.317412362	34.86098505	20
2	36.59117168	77.00746601	1.501930534	1751.001589	4.011775492	19.73375933	1.424529589	27.07425853	22.55915554	4.739437361	0.417224283	30.04301789	20
3	34.38415229	74.90418033	1.124391142	1253.963874	4.00673777	13.93731877	0.678842465	26.60025011	20.48078491	1.949273041	0.303485945	34.87696837	20
1	34.19992396	74.99572436	1.24340684	1435.628527	4.006072342	16.2952729	0.769946353	43.63022318	20.37031212	2.805668314	0.543591177	27.71026388	20
1	34.18101295	75.00802744	1.243162515	1435.607305	4.011674438	16.32163219	0.780442777	43.63071622	20.36779506	2.786516838	0.535293527	27.71032607	20
2	36.57651699	77.01482382	1.495302156	1751.011212	3.995106629	19.73225551	1.422847698	27.08989259	22.54877285	4.737847835	0.420745075	30.05214943	20
1	34.21413073	75.00872173	1.241593009	1435.618254	4.000524669	16.30441366	0.777891755	43.63977015	20.3662698	2.80350088	0.550733017	27.70622899	20
3	34.40328377	74.89678807	1.132564888	1253.966304	3.994193979	13.93339682	0.674274858	26.60593478	20.47794294	1.92456731	0.289336819	34.85891754	20
3	34.39419883	74.89584138	1.153163284	1253.967043	4.004935892	13.92984416	0.670854943	26.59754022	20.49082722	1.938380213	0.301772667	34.87437278	20
3	34.40049788	74.89143462	1.140673136	1253.975001	3.993006488	13.93946139	0.67116388	26.6021187	20.46654645	1.926101077	0.297691206	34.86696354	20
2	36.60574182	77.00062731	1.491029589	1751.002427	3.997045888	19.72429336	1.432601083	27.06781382	22.54975576	4.751308869	0.400250132	30.05890055	20
2	36.60443396	77.02294548	1.505450178	1751.005878	3.988455437	19.71953632	1.41743251	27.08478151	22.54603486	4.738887223	0.393962094	30.06192449	20
3	34.40651103	74.9058607	1.1431744	1253.947672	3.977789303	13.93378182	0.686861224	26.60586102	20.4794802	1.928454611	0.301501763	34.86089864	20
2	36.61680239	77.02588602	1.507332242	1751.015436	3.99656192	19.73459806	1.422125825	27.09436485	22.55706045	4.746407028	0.387513476	30.04873136	20
2	36.58864662	77.01183054	1.503605782	1751.004224	4.005895612	19.7269836	1.418231766	27.09138618	22.5352665	4.730150143	0.414810854	30.04672195	20
2	36.6041298	77.00739332	1.504081721	1750.988782	3.986638798	19.72455676	1.415816487	27.10326661	22.5477178	4.751703992	0.41898669	30.03684102	20
2	36.58343541	77.00794917	1.493612632	1751.010114	3.997003448	19.72659073	1.42449107	27.06352464	22.55584449	4.750554001	0.418521291	30.0308215	20
3	34.40140242	74.89563914	1.156959929	1253.94872	3.994634927	13.92124735	0.681377735	26.60518874	20.48838537	1.937545385	0.3066359	34.84865381	20
3	34.38881037	74.90104955	1.136450838	1253.971896	4.003532876	13.94241488	0.684194556	26.59680104	20.49204345	1.938901537	0.311320472	34.86147808	20
2	36.58753173	77.0271688	1.508943932	1751.005809	4.016343222	19.71425896	1.420048024	27.1064113	22.55122793	4.73737498	0.411105645	30.03603481	20
3	34.39482615	74.87984939	1.140922787	1253.958134	4.003908831	13.92913337	0.685130706	26.59952251	20.48455144	1.935436574	0.304792439	34.85673391	20
1	34.20657387	75.01198919	1.244630854	1435.64581	3.992367045	16.30902494	0.751626291	43.6212547	20.36190524	2.789115255	0.540651649	27.70818765	20
1	34.21515586	75.02082189	1.23624043	1435.631796	3.992214173	16.31487056	0.806059282	43.63117286	20.35652071	2.809723699	0.552412225	27.71638819	20
3	34.38746481	74.89119591	1.121626058	1253.978239	3.997953098	13.93631965	0.672197591	26.59195681	20.48797278	1.953454009	0.304016695	34.88002579	20
3	34.39233607	74.91152577	1.13842732	1253.955169	3.995218014	13.93857654	0.693916895	26.60344107	20.48818091	1.933994265	0.323406358	34.86410836	20
2	36.59626931	77.01135746	1.504555174	1751.002072	3.98728746	19.74202666	1.423767444	27.09472115	22.53541898	4.719637437	0.422592324	30.04834546	20
2	36.59460741	77.01465231	1.509758307	1750.987389	3.983981965	19.72201975	1.417016322	27.09637579	22.54243736	4.725953495	0.408621199	30.01617462	20
3	34.41369444	74.89866072	1.138769259	1253.937636	4.00037527	13.94004241	0.678620542	26.59636137	20.47529729	1.938632212	0.306682966	34.84461955	20
3	34.40569859	74.90341643	1.128140129	1253.969543	3.996029382	13.9299302	0.66390196	26.60368681	20.4680542	1.950555527	0.286355516	34.88038386	20
2	36.62235918	77.00197162	1.494881385	1751.014323	3.983978822	19.74891478	1.416003415	27.08292596	22.55316903	4.733909804	0.39710743	30.04624609	20
3	34.39146964	74.91258693	1.140590847	1253.951442	4.002923423	13.92641435	0.668617042	26.59212515	20.48098577	1.930121332	0.306834596	34.87337365	20
2	36.61459657	77.00969966	1.508089916	1751.009834	4.017888654	19.73558434	1.430668313	27.10653966	22.55373034	4.75169853	0.412179627	30.04020199	20
3	34.388246	74.89897877	1.137737199	1253.967535	3.997484613	13.92853187	0.677996271	26.61979478	20.4959674	1.929410671	0.291527041	34.8773215	20
3	34.4124302	74.90776959	1.142901747	1253.959009	3.989657806	13.93525019	0.67003527	26.60366124	20.48426534	1.934540591	0.319609439	34.86246417	20
2	36.60569157	77.01817379	1.492994746	1751.008958	3.999855592	19.73050956	1.430735232	27.08239049	22.54944195	4.734190048	0.413257001	30.03192343	20
1	34.21458357	75.00862167	1.233644168	1435.634325	3.992538607	16.30965237	0.774115881	43.61739981	20.36490105	2.782438013	0.538757931	27.7132736	20
3	34.40450151	74.90320938	1.133648117	1253.961853	4.018793345	13.91745078	0.683650435	26.61256789	20.47318638	1.936346622	0.291599954	34.8576748	20
3	34.40786041	74.88593801	1.12376406	1253.966651	4.006206921	13.94330254	0.683115258	26.597488	20.4819588	1.937778446	0.303102729	34.85544691	20
1	34.20079006	75.00283188	1.243490819	1435.617174	3.989217326	16.29742637	0.780121102	43.63327479	20.37422811	2.807154035	0.562689356	27.68207278	20
3	34.4201981	74.9172793	1.133512279	1253.977871	4.006857612	13.92273064	0.676000616	26.60488056	20.48517252	1.923731112	0.310645549	34.86042212	20
3	34.40205114	74.91202992	1.146393612	1253.968614	4.001810975	13.9268826	0.675594293	26.59231859	20.48599926	1.94271008	0.305412179	34.8704029	20
1	34.20413576	75.0167852	1.234388532	1435.612629	3.981832866	16.29912194	0.776875981	43.62667997	20.3796499	2.790118742	0.548701414	27.71280126	20
2	36.60054672	77.02292861	1.509682754	1750.998915	3.992693112	19.74096443	1.421063277	27.08122981	22.55004487	4.738600182	0.421997331	30.03382173	20
3	34.39237067	74.91078464	1.135059717	1253.966464	3.999045789	13.94422374	0.682218918	26.60040923	20.49079297	1.946599559	0.288345755	34.85772743	20
3	34.4008393	74.89242325	1.129681419	1253.963109	4.000237727	13.94612146	0.669635864	26.61211675	20.49685001	1.933680666	0.289919975	34.85528227	20
1	34.19005572	75.02159683	1.233666356	1435.625616	4.011475735	16.3171032	0.788684394	43.60207576	20.36554764	2.813293281	0.554894042	27.72278567	20
1	34.1850173	75.00838091	1.234068251	1435.616942	4.001816702	16.29641058	0.76533452	43.63618879	20.3489525	2.803267323	0.553317956	27.72856278	20
2	36.60380035	77.0052344	1.519844834	1751.013233	4.008376198	19.73691793	1.430472769	27.10523785	22.5548458	4.722602248	0.40415164	30.04037834	20
3	34.39717466	74.9079333	1.12972943	1253.95038	3.997709057	13.92530435	0.684463682	26.60480469	20.47765685	1.924397778	0.290491823	34.86855937	20
1	34.18654941	75.02116198	1.239874287	1435.626796	3.987371674	16.3053302	0.788852976	43.63405893	20.36386008	2.810694739	0.537907426	27.73376383	20
3	34.40513837	74.89179225	1.128302787	1253.961776	4.007517264	13.93952709	0.668946145	26.59064789	20.47637462	1.930676383	0.295346356	34.85858795	20
3	34.39624895	74.90390676	1.13833527	1253.959458	4.002258443	13.92602567	0.672486011	26.60591675	20.49547678	1.928222172	0.304373261	34.85824281	20
2	36.60771442	77.00900689	1.512576004	1751.008593	3.996802292	19.7378162	1.426513934	27.07612841	22.57135211	4.728583886	0.397646665	30.03789466	20
3	34.40493575	74.88314874	1.142787191	1253.942709	3.998857372	13.95091132	0.671880127	26.60170383	20.47479602	1.926709014	0.305244544	34.86694248	20
2	36.60813784	77.00161926	1.520275556	1751.00395	3.999856216	19.74812761	1.414435137	27.08994553	22.52574267	4.721237208	0.411237332	30.05716549	20
2	36.59449865	77.00274003	1.501429899	1751.007979	3.994669887	19.73923083	1.411351882	27.08356625	22.54561837	4.730578797	0.403583468	30.04237455	20
1	34.19505142	75.01191118	1.232971868	1435.615752	3.997819404	16.31177492	0.778342413	43.64864854	20.37816631	2.79293751	0.556767108	27.71216771	20
3	34.38741574	74.89378984	1.134833342	1253.958541	4.010920158	13.92263147	0.667151892	26.60985583	20.48947261	1.946237356	0.307613158	34.86791849	20
2	36.60306739	77.01776036	1.500033273	1751.001524	3.996786296	19.71377387	1.432632382	27.08334302	22.53541286	4.736892215	0.420356672	30.04679849	20
2	36.60060552	77.00920732	1.500769121	1751.004788	3.980611685	19.73389227	1.426275905	27.09237514	22.55187734	4.734025176	0.416676067	30.03698458	20
3	34.36761914	74.88771253	1.136810071	1253.950654	3.992121822	13.93308592	0.692540892	26.60480014	20.48106837	1.947739195	0.303471182	34.86119782	20
3	34.40164562	74.92897511	1.14088266	1253.961172	3.995166826	13.92632016	0.68138883	26.60758282	20.46202717	1.929446834	0.321321821	34.87316367	20
3	34.39258058	74.90754805	1.136870366	1253.964166	4.017881446	13.93763015	0.690318817	26.59979218	20.48335235	1.949035138	0.310994754	34.86183843	20
3	34.4181746	74.88963513	1.146542808	1253.959595	4.00202655	13.93423985	0.683733681	26.59239375	20.47702397	1.927299805	0.308417013	34.84704409	20
1	34.1868808	75.02074569	1.225834571	1435.622601	4.01523795	16.29627241	0.778106657	43.62537086	20.359849	2.804461309	0.544770692	27.72133576	20
1	34.21128597	74.99414097	1.251972627	1435.613133	4.021136693	16.30105206	0.778116591	43.6459341	20.35491189	2.804431763	0.535969213	27.71800074	20
1	34.1902961	75.02057107	1.247653968	1435.61446	3.992473459	16.30152606	0.774393871	43.61767903	20.36480141	2.800624894	0.527922462	27.70825615	20
1	34.20281867	74.99513366	1.226034829	1435.627664	4.001164674	16.30547801	0.763169316	43.63254285	20.38471291	2.784216646	0.547312532	27.72442975	20
1	34.21927148	75.01631798	1.238999765	1435.615369	3.998778817	16.31153001	0.765353895	43.62285273	20.37992999	2.813311169	0.538772163	27.71235773	20
3	34.40538644	74.91253172	1.143163398	1253.956853	4.014725425	13.94249887	0.685300618	26.60405668	20.48037095	1.950557258	0.310984949	34.85472064	20
3	34.40388169	74.89967139	1.133891999	1253.984249	3.99489998	13.93788088	0.675231939	26.60110871	20.4883277	1.956317781	0.319462558	34.86196968	20
3	34.38526083	74.88891178	1.127805702	1253.982123	4.016393057	13.93216213	0.677686858	26.59476718	20.50109988	1.942545315	0.299084032	34.84477803	20
1	34.19217319	75.00888193	1.245064978	1435.623828	4.002250423	16.31308029	0.787644783	43.63201336	20.37015765	2.789516237	0.548503091	27.71447972	20
3	34.40993399	74.89487518	1.140850391	1253.961403	4.008822114	13.9299752	0.672412631	26.61372727	20.48070152	1.944968914	0.322513859	34.85180693	20
3	34.38892262	74.90309394	1.143021437	1253.96157	4.000115304	13.93345807	0.669581057	26.59908264	20.48991373	1.940233766	0.28099781	34.85366358	20
2	36.61502598	77.00943201	1.489398399	1750.994318	4.002386006	19.74623695	1.428397537	27.08681619	22.55238182	4.735994861	0.406133107	30.03831696	20
1	34.20641181	75.00459113	1.261691097	1435.609661	3.998589996	16.30428985	0.770453587	43.64023655	20.38037684	2.798177864	0.538060519	27.71533679	20
3	34.40034257	74.91170384	1.131493689	1253.96846	4.005069448	13.93938557	0.669885825	26.59311787	20.49013791	1.931857013	0.278323821	34.86412226	20
1	34.19833158	75.0055804	1.244276549	1435.628538	4.00483748	16.29329093	0.791214927	43.61922462	20.35923504	2.810251923	0.547759836	27.71131181	20
1	34.19626558	75.02095077	1.249733025	1435.638775	3.998037263	16.31570527	0.768871493	43.63225279	20.35279602	2.798458577	0.542505736	27.72215438	20
3	34.38877395	74.90264665	1.113108107	1253.980041	3.986780239	13.92638904	0.684134545	26.60232009	20.48468912	1.916479814	0.324731682	34.85323165	20
1	34.20220936	75.0257022	1.239440798	1435.630765	4.007711191	16.30727066	0.784216651	43.6468863	20.35971898	2.801710564	0.525699109	27.70649233	20
1	34.21260737	75.01229786	1.263235284	1435.617512	3.997171926	16.29907841	0.755298402	43.63705792	20.37084822	2.784295917	0.547715663	27.70048929	20
1	34.19502084	74.99888324	1.244785804	1435.622902	3.983566594	16.2997237	0.774120542	43.63178655	20.36284478	2.795460554	0.50931387	27.70062002	20
1	34.22229785	75.00927174	1.252162889	1435.642512	3.988457349	16.31127741	0.794342279	43.63477537	20.37866924	2.807778196	0.536551785	27.72659192	20
2	36.61772832	77.01749591	1.508971062	1751.003936	4.012897924	19.71519761	1.41095411	27.10307433	22.54376139	4.748105659	0.420286393	30.04514585	20
3	34.39460037	74.8908231	1.138692974	1253.945541	3.999164808	13.92430782	0.684346579	26.60533632	20.48026783	1.938068325	0.307317114	34.87838614	20
1	34.20716425	75.00380745	1.24767409	1435.623558	4.006396753	16.31154361	0.776151704	43.60890481	20.35458994	2.794303647	0.548829923	27.70961071	20
1	34.17981671	75.00277106	1.232769481	1435.622526	4.016689001	16.28038416	0.753901136	43.61884539	20.36326283	2.783700147	0.540678451	27.73501453	20
3	34.39085436	74.90320735	1.137004574	1253.965893	4.003619426	13.9482899	0.68223986	26.58968411	20.46923809	1.934155483	0.305676216	34.86790428	20
3	34.40527061	74.89757281	1.151553217	1253.961466	4.008021474	13.93077952	0.679350081	26.61472515	20.4715922	1.948309487	0.315932703	34.87201956	20
1	34.210901	75.01103936	1.23773586	1435.633569	4.006493708	16.30742525	0.777097642	43.63531971	20.36295253	2.790382607	0.539040889	27.70765988	20
2	36.59459088	77.02011156	1.51264081	1751.005988	4.014914524	19.74502079	1.43246154	27.09684615	22.53368314	4.722911594	0.396776977	30.04019282	20
3	34.3953207	74.90162591	1.145685798	1253.952751	3.994475835	13.92639555	0.654423216	26.60168975	20.5036514	1.953473243	0.299475305	34.85792227	20
1	34.22219855	74.98303281	1.235227739	1435.627463	4.014894317	16.30048146	0.777198496	43.64240339	20.36528822	2.802979827	0.539631733	27.71676458	20
3	34.39790975	74.87404675	1.143720831	1253.980677	3.989066162	13.93500341	0.67198277	26.5861963	20.4929343	1.933441111	0.315551025	34.86974922	20
1	34.19417803	75.00308474	1.246566901	1435.605599	3.994359207	16.31494921	0.773199164	43.61105986	20.3630144	2.8012107	0.564417374	27.70921799	20
2	36.56324265	77.01797305	1.500493593	1750.997751	3.990234829	19.71531694	1.422561161	27.0846189	22.53672395	4.729210317	0.408205608	30.02894798	20
3	34.42382066	74.89315301	1.142045702	1253.960752	4.005130038	13.91957303	0.651704738	26.59088758	20.47586312	1.932369313	0.290302476	34.86310055	20
3	34.40189719	74.90512925	1.128596166	1253.956583	4.001763086	13.93748682	0.665359882	26.61613066	20.49000501	1.924375372	0.322407324	34.88095761	20
2	36.58513834	77.01710229	1.512205728	1750.992635	3.998708623	19.7262569	1.422930757	27.10505885	22.56863285	4.747573341	0.422683965	30.02367458	20
3	34.41745534	74.8942462	1.141825914	1253.964881	3.990948904	13.94224387	0.678387685	26.59421083	20.49143314	1.939053269	0.306481785	34.87147145	20
3	34.3986237	74.90436952	1.133961946	1253.970484	4.010032344	13.9236602	0.672657393	26.58883895	20.4861784	1.952547916	0.310190089	34.86958014	20
2	36.59818534	77.01236539	1.497855475	1750.9954	3.984680907	19.71531874	1.419126175	27.1035813	22.5447483	4.738648611	0.402751209	30.05465847	20
2	36.58648051	77.01276503	1.498079303	1750.995788	3.990627224	19.71765704	1.428820356	27.08676029	22.56445433	4.726664949	0.413536533	30.03582358	20
3	34.38110282	74.90958435	1.140962823	1253.972171	4.006925115	13.93622371	0.684151526	26.60399664	20.48825852	1.92745118	0.305629309	34.88059242	20
2	36.58436704	77.01651985	1.50835167	1751.015576	3.99773267	19.74112043	1.441057849	27.09134924	22.54916406	4.736669307	0.406121556	30.03369289	20
3	34.39561218	74.91394481	1.123187225	1253.964876	4.016552186	13.91780336	0.638795887	26.61056263	20.50288524	1.945008083	0.287400246	34.86503142	20
2	36.5996392	77.00887559	1.514938964	1751.001916	4.000771765	19.72942236	1.419884654	27.10430216	22.54912145	4.750942832	0.409468503	30.05213365	20
1	34.20635501	75.00771742	1.258553226	1435.582657	3.998333241	16.30677692	0.761450296	43.63080211	20.36946538	2.807612274	0.529008977	27.71049535	20
1	34.20438021	75.00382613	1.239623572	1435.618875	4.00184046	16.2890834	0.775845395	43.63497793	20.35125803	2.804314811	0.530779544	27.71869835	20
3	34.39169591	74.89516742	1.149366576	1253.948885	3.988565215	13.92377967	0.674259582	26.59878474	20.4889714	1.945648026	0.293305094	34.86662291	20
1	34.20825848	75.0181292	1.223417029	1435.617659	4.023069442	16.30608412	0.776122441	43.63100979	20.38103783	2.805343851	0.523820837	27.70930888	20
3	34.39318261	74.89087566	1.138847626	1253.967807	4.00813287	13.9326658	0.681690899	26.62345227	20.48646237	1.945660897	0.303846165	34.86417381	20
1	34.19924024	75.0172986	1.22861223	1435.615112	4.000954387	16.30347744	0.7608258	43.63889407	20.38147004	2.803758155	0.554825805	27.73111816	20
1	34.19478873	75.00423726	1.245133425	1435.602345	4.006984237	16.29406058	0.787528194	43.64750444	20.34735346	2.801364889	0.558376483	27.70806372	20
1	34.21232348	74.99540247	1.223459711	1435.612039	3.988005284	16.29341851	0.76079827	43.63319562	20.36414699	2.779984299	0.560906775	27.70809669	20
2	36.61157555	77.01743979	1.50675646	1751.015854	4.007035014	19.74912201	1.429757276	27.11029841	22.55355242	4.729004344	0.419347834	30.03585426	20
3	34.41325968	74.90308107	1.136781342	1253.950746	4.008063011	13.93210189	0.66689047	26.59088694	20.48887783	1.933874837	0.31303934	34.88544059	20
1	34.21246412	75.02276805	1.249023826	1435.620752	4.004787419	16.30007047	0.775387932	43.63671269	20.37448314	2.823318946	0.5430734	27.73620645	20
1	34.19926782	75.00930057	1.251395164	1435.605434	4.009560001	16.30715206	0.774753664	43.63184466	20.36743715	2.80018782	0.523676249	27.72557239	20
1	34.20587112	75.01250968	1.230656457	1435.605371	3.998470326	16.28723204	0.762890459	43.61592911	20.36818303	2.797978877	0.538806555	27.73374901	20
1	34.21136333	74.99850906	1.24766211	1435.626688	3.993568178	16.28164632	0.775890838	43.63131423	20.37738011	2.810840638	0.531251961	27.73319828	20
1	34.18589043	75.01811026	1.250886337	1435.618378	3.987577234	16.29873325	0.766855849	43.63004798	20.36805548	2.810037366	0.546793843	27.71955703	20
2	36.60095573	77.02105267	1.488872512	1751.002424	4.002492013	19.72990282	1.422238114	27.09415987	22.53683346	4.731890159	0.388876908	30.04156358	20
1	34.2058593	75.00326706	1.241731586	1435.621539	4.007380611	16.30808024	0.762927467	43.63545564	20.36284197	2.788243834	0.541983691	27.69562961	20
2	36.60402475	77.01998041	1.478220259	1751.003316	3.988019481	19.72421445	1.413244326	27.08299387	22.55833098	4.734085909	0.397853975	30.03707441	20
2	36.60033638	77.01341074	1.502369765	1750.985278	4.014283079	19.7451484	1.450647563	27.08737448	22.52812466	4.755502352	0.410919765	30.03717233	20
3	34.40744936	74.90744069	1.151513998	1253.970235	3.997130675	13.93243162	0.675647336	26.59378899	20.52095	1.94455549	0.314181015	34.84687757	20
1	34.19099572	75.01585968	1.231940866	1435.615341	3.977690352	16.31301794	0.778629013	43.63488569	20.37004823	2.789253556	0.558243881	27.71936598	20
